user_id,age,education,industry,experience_years,base_salary,variable_income_ratio,job_stability_score,automation_risk_score,industry_growth_rate,skill_relevance_score,monthly_income_mean,monthly_income_std,income_coefficient_of_variation,worst_month_income,best_month_income,income_trend_12m,savings_potential_monthly,layoff_risk_score,income_volatility_risk
USER_000046,34.419706202530136,bachelors,education,7.419706202530136,66629.88607214823,0.37058551918247395,1.0,0.1344851432830053,0.05,0.3275742835849736,93590.56982094054,6479.208309954721,0.06922928583884978,84129.23551190003,111991.59502349995,0.043086414638329386,18718.11396418811,0.0,low
USER_000047,27.788375424396996,masters,government,0.0,82500.0,0.10859680101708453,1.0,0.031509200605665644,0.02,0.6849079939433436,96319.06471983461,1377.1655828141827,0.014297954271254342,92645.07329616862,97976.30824491674,-0.05356301790793635,19263.812943966925,0.0,low
USER_000048,34.25177943378194,masters,technology,7.251779433781941,153291.25931502343,0.13376047159549947,0.9189227339371993,0.23481713965125275,0.12,0.4129571508718682,185631.15411182537,3173.623676143083,0.01709639576033273,179236.96234135795,191483.32760910777,0.041997882383001964,37126.230822365076,0.08107726606280075,low
USER_000049,33.84033072052641,high_school,education,10.84033072052641,41634.44647271065,0.2788654768551922,1.0,0.10362406068835808,0.05,0.4818796965582096,55160.225285636785,4309.258126679373,0.07812256212451446,51695.479424670666,64886.56608788085,0.012148972554746434,11032.045057127358,0.0,low
USER_000050,51.3057490403904,phd,retail,25.305749040390403,173974.07631509917,0.26850833009165304,1.0,0.003634920210995962,0.03,0.9948072568414343,220601.3738556309,23384.770600863256,0.10600464626374925,197121.84909876657,276209.6027665948,0.3262592866403596,44120.27477112618,0.0,low
USER_000051,42.37313187038961,bachelors,education,19.373131870389606,95676.71044504675,0.37377321550137665,1.0,0.062133303031798384,0.05,0.6893334848410081,140558.72036807245,8907.076197573251,0.06336907574463427,129801.57868895074,163927.07023227922,0.007697698354087217,28111.744073614493,0.0,low
USER_000052,55.8179890877106,bachelors,education,29.8179890877106,121057.71348313674,0.1716249477210664,1.0,0.10832185979955394,0.05,0.45839070100223034,149830.74564418054,9222.175859801047,0.06155062380655808,142343.03136861254,173343.5399472818,0.007776265588163363,29966.14912883611,0.0,low
USER_000053,22.0,phd,finance,0.0,134400.0,0.005472965904272442,0.7958489705724255,0.40830205885514875,0.06,0.31949656857475206,143162.19580206144,154.25761098126455,0.001077502409885804,142952.4168472661,143482.68577617203,-0.001099995229297556,28632.43916041229,0.20415102942757446,low
USER_000054,48.58728529883879,masters,government,21.587285298838793,171547.55185771,0.3669072266310723,1.0,0.019969681654857487,0.02,0.8003031834514251,244910.15184196166,8207.77846088565,0.03351342685942253,225983.89616458848,255926.40122222586,0.059710191672779536,48982.030368392334,0.0,low
USER_000055,52.36335405705979,bachelors,healthcare,24.363354057059787,143737.2671448737,0.23738455308188955,1.0,0.0931185300145478,0.08,0.6896048999515073,193438.8898060945,4833.187521470343,0.024985604116706778,186282.2410662113,200743.61700844314,0.07210266722311387,38687.7779612189,0.0,low
USER_000056,39.34296497247793,masters,technology,12.34296497247793,181929.17797018835,0.3830526585090352,0.9578618409527407,0.2561842120630125,0.12,0.35953946984246876,270701.8248000217,17232.209903803356,0.06365753136881688,242570.73233483764,301618.1700102572,-0.055484264942077255,54140.36496000434,0.04213815904725926,low
USER_000057,41.38023481101708,masters,finance,16.380234811017083,190996.2327578397,0.1307764097346701,1.0,0.1375469496770674,0.06,0.7707550838715543,226623.40643482318,4078.1575496581145,0.01799530601809655,219646.1447060695,232954.6792821878,0.06059079522623898,45324.68128696464,0.0,low
USER_000058,37.996863273882255,masters,gig_economy,12.996863273882255,86616.76609394091,0.2476690941463347,0.7195922483300178,0.1340129194499703,0.15,0.7319741611000594,113835.41202564295,3850.4077574951625,0.03382434067729124,107990.22734384098,121751.39544896074,0.08924109414781825,22767.08240512859,0.2804077516699822,low
USER_000059,42.751677464953815,bachelors,finance,18.751677464953815,146481.3408175254,0.016631583938637506,1.0,0.3140289906307314,0.06,0.47661834894878097,164272.03138797468,449.3185799485133,0.0027352104685874424,163546.5781955005,164892.96985300793,0.0017805244409181094,32854.406277594935,0.0,low
USER_000060,35.573187231879665,high_school,retail,12.573187231879665,39087.8246782556,0.008373647130693307,1.0,0.11440161505140273,0.03,0.836569121355139,39531.53634616338,4649.046443178559,0.11760348503707366,37395.11706825807,49950.61740149242,0.33430324615918855,7906.307269232677,0.0,low
USER_000061,38.771564962177166,high_school,education,14.771564962177166,46941.61269893918,0.15113568549087467,1.0,0.06916956839526182,0.05,0.6541521580236909,55321.28305121656,3902.638505807945,0.07054497456602506,52460.94111017724,65391.09967931454,0.017796064947904654,11064.256610243312,0.0,low
USER_000062,39.31065186215849,phd,finance,15.310651862158487,237287.58051370503,0.06057292574798532,1.0,0.17567060808310164,0.06,0.7072156531948306,280016.384714515,2618.3403598004825,0.009350668399172276,275785.82761597115,285009.6335848203,0.014185902195262967,56003.276942903,0.0,low
USER_000063,32.36052511941757,bachelors,finance,3.3605251194175665,88302.7849513984,0.21611155727496845,1.0,0.03863221092290176,0.06,0.9356129817951637,114828.87319330506,3672.65400329622,0.03198371542942519,109607.78642752432,121345.2350532446,0.0349408006624756,22965.774638661012,0.0,low
USER_000064,43.69760357198647,high_school,government,16.69760357198647,60551.04589377767,0.11082769988535986,1.0,0.06718001368554011,0.02,0.3281998631445989,72184.83182769314,1306.4311105659522,0.01809841593431198,69513.93686586039,74465.28963480973,0.003990740125707164,14436.966365538628,0.0,low
USER_000065,36.5297457656915,bachelors,gig_economy,10.529745765691501,57701.21949715693,0.23978445586348665,0.6354298833024736,0.27428352782921056,0.15,0.4514329443415789,76423.20316840899,1794.2201588532973,0.0234774268084457,71807.80497270048,78749.62492954606,-0.009663541990576714,15284.640633681798,0.36457011669752637,low
USER_000066,51.46225756202748,phd,manufacturing,21.46225756202748,199018.8362977319,0.16565642728626653,1.0,0.2211498696172985,0.04,0.7235626629783769,246660.00981760933,4496.24972503803,0.018228531363323728,240064.00749174695,255202.40495117684,-0.01449442801962172,49332.00196352187,0.0,low
USER_000067,29.95033519147439,bachelors,retail,0.9503351914743909,45252.72401358469,0.06534670335936808,0.7902151858087231,0.30051354204845077,0.03,0.5706949399307846,48276.848930700944,5928.621196519754,0.12280464296727403,44442.507467767435,61961.14056280327,0.3420241694022761,9655.369786140189,0.20978481419127692,low
USER_000068,48.235306441853446,bachelors,education,19.235306441853446,95341.79465370388,0.38391640816194006,1.0,0.13361807788718635,0.05,0.33190961056406815,140458.91378168057,7665.377920314486,0.05457380890919467,126381.54381420082,155604.435992918,0.022624423145137247,28091.782756336117,0.0,low
USER_000069,51.86349397262843,phd,retail,23.863493972628433,168435.81685489317,0.16431552399984473,0.8950410594174267,0.47823752802600444,0.03,0.3168035313914222,187495.36980733383,22662.040512084764,0.120867200802728,172268.37811321707,240305.24472193202,0.35706212435135337,37499.07396146677,0.10495894058257327,low
USER_000070,57.35154040060229,phd,finance,32.35154040060229,351802.35149204737,0.19003594914670724,1.0,0.09138115887062911,0.06,0.8476980685489515,436814.72441761306,9393.6840776494,0.02150496206411908,423134.54127866006,455460.28286241344,0.07479115703258853,87362.94488352262,0.0,low
USER_000071,22.0,bachelors,retail,0.0,43200.0,0.3330447093304525,0.7025196383223784,0.46078751058111705,0.03,0.34173212774126127,57701.50179739706,6889.252973330043,0.11939469093057158,50265.42389302932,73379.79998562676,0.3096026936121399,11540.300359479414,0.2974803616776216,low
USER_000072,58.67906338163552,phd,education,28.679063381635522,210293.55380866546,0.16735581335133343,1.0,0.05941691999038854,0.05,0.7029154000480573,261215.7148733687,15251.213215695305,0.058385511848277345,243800.4028510616,292910.6689874734,0.058342541310093206,52243.14297467374,0.0,low
USER_000073,27.226239230152416,high_school,healthcare,1.2262392301524159,38207.23061427435,0.2269563776624294,1.0,0.08187733637239072,0.08,0.7270755454253642,50356.64681651015,1557.9263267093393,0.03093784882830107,47872.26118085116,53963.420352210844,-0.025528094717904543,10071.32936330203,0.0,low
USER_000074,25.007836365541756,high_school,finance,0.0,42000.0,0.03656879672685527,0.8755467600846947,0.24890647983061043,0.06,0.5851558669489826,47141.73553495668,206.08182912600648,0.004371536745251818,46704.99654318998,47548.673428285496,-0.01774343686723419,9428.347106991336,0.12445323991530532,low
USER_000075,40.869558543017085,phd,finance,12.869558543017085,220883.4334090748,0.10751904601207928,1.0,0.2913055112725647,0.06,0.5144908145457254,257738.61050188696,4500.660223566625,0.01746211099222821,252125.0009245435,264916.0859825876,0.02676004488013294,51547.722100377396,0.0,low
USER_000076,44.04120889588518,high_school,manufacturing,15.041208895885177,52561.813343827765,0.3731011756241253,1.0,0.24382924219726052,0.04,0.6952134472534244,77822.50754098174,2860.8226117159206,0.0367608639468395,73527.04240144571,82961.32676387427,-0.00850967879278279,15564.501508196348,0.0,low
USER_000077,30.091006183324467,masters,technology,2.091006183324467,124261.90978120014,0.3040022179848394,0.8258550819268315,0.2212867223195438,0.12,0.44678319420114054,169406.0733646797,5203.849434116164,0.03071819876796188,159590.8337854602,176718.98101725735,0.011887686935508361,33881.214672935945,0.17414491807316845,low
USER_000078,41.514799003522015,high_school,government,11.514799003522015,51999.41835581132,0.20178237666774218,1.0,0.02483469969087353,0.02,0.7516530030912647,65128.901564492495,1356.9299807341322,0.020834528882549348,62631.493696018915,66831.78102540586,0.037976643071404276,13025.7803128985,0.0,low
USER_000079,41.700611152689554,masters,manufacturing,13.700611152689554,126377.29182258583,0.38251675260534457,1.0,0.525038456724443,0.04,0.3437019290944462,179282.36716545143,5071.533700335966,0.028287967079638578,171790.85057338455,186319.0193628989,0.0698292784712316,35856.47343309029,0.0,low
USER_000080,29.74346317197858,high_school,education,4.743463171978579,33403.67528217108,0.3780096258322275,1.0,0.06991889555968363,0.05,0.6504055222015819,47360.49774459628,2918.7013941063406,0.061627337825843634,44129.000212908264,55259.95951771144,-0.053731961228829395,9472.099548919256,0.0,low
USER_000081,41.3868731792169,high_school,education,18.3868731792169,51822.278791942816,0.34340258182062183,1.0,0.03612311786804199,0.05,0.8193844106597901,72435.93819321012,5329.644824271131,0.07357735617443431,67731.04538410627,85767.94050007653,0.03551733916885492,14487.187638642026,0.0,low
USER_000082,50.29214784297051,masters,finance,26.292147842970508,243033.77617559515,0.07567831695614198,1.0,0.16618854745906567,0.06,0.7230190875682239,280289.10611080047,2000.3622536760236,0.007136782022792084,276692.7203690271,283679.3785386083,-0.00904471909845769,56057.8212221601,0.0,low
USER_000083,35.77279299223393,high_school,retail,6.772792992233931,32127.35159068072,0.018878680678951598,0.9580448151497876,0.1806257709547455,0.03,0.7419631843503636,33080.30110006964,3878.909495309407,0.11725738177459458,31234.195879407504,41845.118863257565,0.33368043462713554,6616.060220013929,0.041955184850212435,low
USER_000084,22.0,bachelors,gig_economy,0.0,37800.0,0.17626595336971743,0.4966291460195994,0.17228475663400095,0.15,0.6554304867319981,47309.61727120181,1166.3317206436284,0.024653163308374405,45379.17894723333,49087.50871621457,-0.04935745532748355,9461.923454240363,0.5033708539804006,low
USER_000085,22.0,high_school,healthcare,0.0,36000.0,0.10265888287443832,1.0,0.14262054602253285,0.08,0.5245981799248904,42228.46189090121,464.18935327828257,0.010992333902132946,41467.855126658185,43238.084641936955,-0.03612423180385556,8445.692378180243,0.0,low
USER_000086,36.184968378643326,masters,manufacturing,12.184968378643326,120693.63141991248,0.20495712829284263,1.0,0.21205485047280404,0.04,0.734931436908995,150722.3698572028,4024.6300274452906,0.026702274063619757,143419.19029132026,158872.68247237382,0.04805092815453979,30144.473971440562,0.0,low
USER_000087,37.88907996051398,phd,healthcare,11.889079960513982,183681.10057256054,0.30182774448229466,1.0,0.001651515709497664,0.08,0.9944949476350078,251410.78553838187,9173.919081623435,0.03648975942689973,239110.35555619697,266949.86323792394,-0.0075766753782729205,50282.15710767638,0.0,low
USER_000088,25.715561687342372,bachelors,retail,2.7155616873423725,49065.61324465952,0.35036196999995783,0.8136439833131243,0.32822358434535387,0.03,0.531109165220923,66944.29750205751,9367.722004601372,0.1399330839839414,60477.473054060465,88776.82695889613,0.31680637016888646,13388.859500411503,0.18635601668687574,low
USER_000089,33.875861817835194,high_school,manufacturing,5.875861817835194,38813.79272675279,0.06752400231382567,1.0,0.03651451020404135,0.04,0.9543568622449483,45120.676231764395,300.73256806521994,0.00666507227242104,44657.475884356674,45566.95350235369,-0.0003216526580026864,9024.13524635288,0.0,low
USER_000090,22.0,phd,healthcare,0.0,115200.0,0.31857622460939095,0.9727123847218357,0.17728761527816425,0.08,0.4090412824061191,161505.38302209976,4632.452286207948,0.02868295904152038,153221.89046350025,171594.46086474665,-0.04656457716190665,32301.076604419955,0.027287615278164257,low
USER_000091,39.82501030599214,phd,technology,9.825010305992137,214740.0742031434,0.31009381555962245,0.9768235839152505,0.22623549627278972,0.12,0.4344112593180257,304297.3212189988,10257.202349326153,0.033707829921855205,289764.02727115457,319226.5340604786,0.01903452331618435,60859.46424379977,0.023176416084749518,low
USER_000092,34.896922946150966,bachelors,finance,8.896922946150966,109230.36873645065,0.07867527892512922,1.0,0.1500260703873502,0.06,0.7499565493544164,123433.94728003803,1313.538668113647,0.010641632201339112,121470.96746455693,125577.9642540929,0.007296966155074025,24686.78945600761,0.0,low
USER_000093,36.48700779767478,phd,technology,9.487007797674778,212306.4561432584,0.24392510461924682,0.9466621265336634,0.2574373725597762,0.12,0.3564065686005595,276023.83452801354,7000.326166187746,0.025361310475807065,266190.9270411062,291039.47049728053,-0.00020725497665791798,55204.76690560271,0.05333787346633656,low
USER_000094,39.5776143929377,bachelors,government,15.577614392937697,105665.51474702496,0.06649174482066349,1.0,0.04395424215259729,0.02,0.5604575784740271,119067.89999404532,1003.423729290983,0.00842732364760918,117179.97957202888,120565.04148822282,-0.006136036294247319,23813.579998809066,0.0,low
USER_000095,43.3629090951719,high_school,education,20.3629090951719,54489.927278482064,0.1956193601797133,1.0,0.06034623234054091,0.05,0.6982688382972955,68629.2014371619,4882.498752893776,0.07114316720360324,63534.120833274814,79819.27536900755,-0.007486806825519787,13725.84028743238,0.0,low
USER_000096,36.6993970644638,high_school,government,7.699397064463803,45704.005156365274,0.16075050849469583,1.0,0.01757257943977211,0.02,0.8242742056022789,55708.12293521889,1267.6283658540324,0.022754821003897672,54067.25679618852,58053.92894000095,-0.04048467921974162,11141.624587043778,0.0,low
USER_000097,43.483196275544984,high_school,government,16.483196275544984,60197.273854649226,0.1900401362766882,1.0,0.02049047616660331,0.02,0.7950952383339669,76524.3581048596,1636.049404963748,0.021379459370595523,73292.99338931733,79026.34951844568,-0.0014525535554548196,15304.87162097192,0.0,low
