user_id,age,income_bracket,monthly_income,monthly_expenses,emergency_fund_months,total_debt,debt_to_income_ratio,savings_rate,crisis_scenario,crisis_severity,income_loss_percentage,expense_increase_percentage,post_crisis_income,post_crisis_expenses,survival_months,financial_stress_score,recovery_months,will_default,needs_intervention,timestamp
USER_000013,22.0,junior,31971.735036163907,14692.011055071856,3.3437575708393372,145194.18124256257,4.541329429833269,0.5404687597200023,job_loss,0.2502583019176928,0.2502583019176928,-0.07507749057530784,23970.542916651124,13588.97173355238,7.867094963195972,0.5863110809702011,2,0,0,2025-01-06 17:10:26.633510
USER_000014,34.58345876353708,mid_level,46202.4890700677,37631.93039754584,8.738596183342315,84962.48084808276,1.8389156635962658,0.18549993398676654,inflation_spike,0.07996318464526429,0.00799631846452643,0.11994477696789643,45833.03925360963,42145.68389595088,9.5797447645024,0.5524609845371622,2,0,0,2026-01-31 17:10:26.633585
USER_000015,42.04228512560324,senior,142155.90260020687,69045.75927592421,7.090715318258901,481598.86713711417,3.3878218092114123,0.5142955163099662,business_failure,0.6347653299374738,0.507812263949979,0.06347653299374738,69967.39186694312,73428.54469268076,13.727454906901917,0.8688935528539975,38,0,1,2024-07-27 17:10:26.633658
USER_000016,22.0,junior,28597.163481171057,28218.001589555242,1.650251329751919,48767.6509945536,1.7053317552512925,0.01325872378445725,debt_crisis,0.2287273809730878,0.03430910714596317,0.18298190477847026,27616.020335224934,33381.38526945396,1.4137372275296085,0.6926803700261996,6,1,0,2025-10-07 17:10:26.633730
USER_000017,44.76220660843604,mid_level,90469.952595232,42417.29143239809,10.76658909543992,407303.89473728696,4.502090285816652,0.5311449800114785,job_loss,0.060090427461829736,0.060090427461829736,-0.01802712823854892,85033.57447133304,41652.629480214346,23.385145601419516,0.48441465307163134,0,0,0,2024-06-13 17:10:26.633818
USER_000018,22.0,entry_level,31085.35398490055,16933.13842791223,10.782650262324951,94255.30993124364,3.0321452982979498,0.45526956404815727,market_crash,0.072189059647068,0.021656717894120398,0.0144378119294136,30412.147243010688,17177.61589590915,19.512748586931412,0.4373769907869206,1,0,0,2026-01-30 17:10:26.633894
USER_000019,38.516869679584175,mid_level,45397.74129168913,26968.043463083774,2.6912317135267174,161656.64022026022,3.560896106737679,0.4059606778714175,job_loss,0.15172473552353807,0.15172473552353807,-0.04551742065706142,38509.7810008416,25740.527684476674,4.7464388680872185,0.5440980267530848,1,0,0,2025-03-28 17:10:26.635089
USER_000020,48.903146948088846,executive,297026.7792481005,226363.40020148142,4.412589636713202,393861.0256073672,1.3260118384086272,0.23790238451057424,inflation_spike,0.12627109300785724,0.01515253116094287,0.18940663951178588,292526.07171990915,269238.13114210556,4.8680225285202825,0.5275157730185961,6,0,0,2024-07-10 17:10:26.635297
USER_000021,34.07477948703075,senior,132911.0400886079,143849.56971590663,5.910212325826366,129749.74289122738,0.9762149389902225,-0.08229963154307073,medical_emergency,0.21590914337246356,0.04318182867449272,0.4318182867449271,127171.698326553,205966.44445962438,3.8138856522528393,0.8608103124743477,0,0,1,2025-04-07 17:10:26.635400
USER_000022,22.14929002326665,junior,40182.38572563417,50015.83484671008,10.236113465608321,59158.29478812859,1.4722444603479286,-0.2447203903774858,medical_emergency,0.34992079717653546,0.0699841594353071,0.6998415943530709,37370.25523652038,85018.99644873154,4.837877142603795,1.0,1,0,1,2024-06-04 17:10:26.635495
USER_000023,29.641820575195748,junior,35647.35210085768,21804.578357318453,1.1661179252492224,109616.89577358653,3.075036133495849,0.38832544151873116,business_failure,0.3225156666470254,0.25801253331762036,0.032251566664702545,26449.888479250192,22507.810169805238,1.8468707510358555,0.6326964246639556,7,1,0,2024-05-22 17:10:26.635571
USER_000024,35.698504621352,mid_level,72794.38252917286,57710.587682526,3.5231021311739203,294584.72778078134,4.046805777392568,0.20721097319016235,debt_crisis,0.07887924888938468,0.011831887333407702,0.06310339911150774,71933.0875965827,61352.3219300161,4.180152211982487,0.6312171334656317,1,0,0,2024-07-10 17:10:26.635644
USER_000025,41.18057223567257,mid_level,46169.21554007982,32483.641181895968,6.939361691954089,8297.132929611742,0.17971136898371043,0.2964220682134681,debt_crisis,0.3614107746378892,0.054211616195683376,0.28912861971031134,43666.307747165236,41875.591519982576,7.650874269167448,0.4889960591609228,13,0,0,2025-08-14 17:10:26.635716
USER_000026,22.0,entry_level,20534.398631853885,18852.56047164383,9.23992263718333,22158.77505878238,1.0791051374842158,0.08190345334005122,inflation_spike,0.04525513963278903,0.004525513963278903,0.06788270944918354,20441.469924117893,20132.32335651359,9.42445893598396,0.5466387922530042,1,0,0,2025-03-29 17:10:26.635837
USER_000027,30.982193031263193,senior,120363.43867823674,66544.56889797226,9.542234337224444,162991.50533435738,1.354161256310371,0.44713635943998353,business_failure,0.4160119421999703,0.33280955375997623,0.04160119421999703,80305.33636271651,69312.90243298278,16.570307939598624,0.5330408715289671,13,0,0,2024-05-17 17:10:26.635950
USER_000028,40.304888202400775,mid_level,63813.204389245424,41228.04133897417,7.922368520612775,89317.39490644708,1.3996694847297142,0.3539261703973853,business_failure,0.08463456302431475,0.0677076504194518,0.008463456302431475,59492.562254313365,41576.97306528142,12.159416243674183,0.4244960264109663,3,0,0,2025-05-24 17:10:26.636086
USER_000029,22.0,entry_level,21346.292983851734,24725.312252906308,0.17272186355707042,12388.602958349653,0.5803632025345812,-0.15829536639503494,medical_emergency,0.1928354234245714,0.038567084684914286,0.3856708468491428,20523.028694634533,34261.14436809417,0.10761378734446467,0.8648822060364347,0,1,1,2026-03-20 17:10:26.636202
USER_000030,22.0,junior,25935.40267864098,22976.743820234307,4.782056812768481,79861.60141332384,3.0792504902610824,0.11407799967737799,inflation_spike,0.12124998012926863,0.012124998012926864,0.18187497019390295,25620.935972698,27155.638417692364,4.567175595860228,0.6858023960653175,3,0,0,2025-07-21 17:10:26.636494
USER_000031,33.73857794304303,mid_level,64859.7061052463,58920.66233147675,0.8468249688051581,208335.62790403047,3.212096391031578,0.09156754062579946,medical_emergency,0.28759857608191464,0.05751971521638293,0.5751971521638293,61128.99428105425,92811.65950814879,0.5917879164143657,0.9295525276928527,1,1,1,2024-09-18 17:10:26.636582
USER_000032,45.9168580995178,executive,219243.31611143347,234405.97590419766,11.297577705318302,423252.1133540672,1.9305131890038711,-0.06915905151269272,medical_emergency,0.3489013891794273,0.08373633340306255,0.6978027783588546,200884.68469713343,397975.1171540655,6.2238021760081805,1.0,1,0,1,2024-06-19 17:10:26.636658
USER_000033,60.33581169939502,executive,218888.14175468605,214863.29844155844,7.547314161358608,960341.0924133968,4.387360067635265,0.018387671807449317,inflation_spike,0.1784548403649612,0.021414580843795345,0.2676822605474418,214200.7439473322,272378.39187707443,6.065156492898949,0.8599701717399254,7,0,1,2024-07-02 17:10:26.636733
USER_000034,30.734136309003684,senior,77095.88131363723,89901.00172158383,4.089642483036214,358787.7815326542,4.653786628017824,-0.16609344351163857,medical_emergency,0.12536346146938154,0.02507269229387631,0.2507269229387631,75162.8800043352,112441.60325234897,2.8040741359740613,0.9866597807126314,0,1,1,2025-07-24 17:10:26.636808
USER_000035,22.0,entry_level,25060.732545366125,29749.89973577132,3.840595212367341,112212.34058753039,4.477616142481002,-0.18711213576525115,medical_emergency,0.5479794831059465,0.10959589662118929,1.095958966211893,22314.179092072904,62354.56909509473,1.5435617762888707,1.0,2,1,1,2024-09-24 17:10:26.636881
USER_000036,46.17120900768895,executive,345615.8819919985,201400.75474391927,3.5185292603767744,567958.4336376135,1.6433227268495796,0.41726996576916,business_failure,0.27905967409184845,0.2678972871281745,0.027905967409184846,253026.3248179308,207021.0376419883,5.874087037196504,0.5213229911859633,12,0,0,2024-08-31 17:10:26.636979
USER_000037,47.78272499056301,executive,215042.67109540413,184214.52029896484,5.298366016480524,954471.3930145379,4.438520913791499,0.14335829553922497,debt_crisis,0.3145153610583814,0.05661276499050865,0.2516122888467051,202868.51089374878,230565.15739018522,4.941660715443335,0.8035064073161804,12,0,1,2025-03-09 17:10:26.637081
USER_000038,34.89419544505031,senior,109600.71823433855,129896.7134871068,8.474906725877954,44579.42392919935,0.4067439032094988,-0.18518122490194952,medical_emergency,0.23885931143848452,0.047771862287696906,0.47771862287696903,104364.88781621505,191950.79257041166,4.839031147967394,0.940971331800808,1,0,1,2025-12-01 17:10:26.637157
USER_000039,37.445872730329604,senior,104058.54136069385,48564.55419281171,9.325762991129242,290533.6585856024,2.792021248679025,0.5332958394594982,job_loss,0.4956311004015554,0.4956311004015554,-0.14868933012046662,52483.89199991239,41343.52316228344,23.472244736455906,0.6706523310138774,4,0,0,2026-03-04 17:10:26.637231
USER_000040,51.32133639497806,senior,150507.31742354194,163302.67915522755,11.546070581694503,282103.8265256063,1.8743528976185204,-0.08501488134080712,medical_emergency,0.21902945943054153,0.05256707026332997,0.43805891886108306,142595.5886933933,234838.87423308485,7.39983154709269,0.9223611308595586,1,0,1,2024-07-18 17:10:26.637320
USER_000041,44.25035721756848,mid_level,60835.83197422655,43334.92181907437,0.8855587768247863,168470.93092022117,2.7692714220066037,0.28767437852360667,business_failure,0.1805385721768274,0.14443085774146192,0.01805385721768274,52049.26058077356,44117.28431013538,1.2211473528491303,0.5856411476542386,6,1,0,2025-02-13 17:10:26.637433
USER_000042,46.80205167630158,senior,148809.87716192155,157146.43204932992,0.5453565640974944,209050.48865120733,1.4048159479611515,-0.056021515818719954,inflation_spike,0.543554581778437,0.06522654981341244,0.8153318726676555,139103.5222964917,285272.9267751505,0.28448000386928035,1.0,20,1,1,2025-03-27 17:10:26.637517
USER_000043,56.793053482925785,executive,242113.80208729484,191445.762674206,7.003873342210465,94103.14254734026,0.3886731848249242,0.20927365138324636,debt_crisis,0.17685870785106472,0.03183456741319165,0.14148696628085178,234406.2139330827,218532.84284230333,7.759631834580091,0.4862139814307773,4,0,0,2025-08-07 17:10:26.637602
USER_000044,22.0,entry_level,28709.815082647325,16523.699874439175,11.19274180024816,124322.67058657516,4.330319447502042,0.4244581573628328,business_failure,0.03784389339635996,0.03027511471708797,0.0037843893396359964,27840.622137513794,16586.231988095347,19.373993296583723,0.5211539257891069,1,0,0,2025-12-25 17:10:26.637679
USER_000045,52.71990350515555,executive,264773.8762211592,150034.6528307914,11.638972773775238,1114855.45758915,4.210594615678543,0.43334797612181686,business_failure,0.2781585655929336,0.26703222296921625,0.02781585655929336,194070.71946964695,154207.99521285607,19.984021790123702,0.6845276343022113,11,0,0,2025-05-08 17:10:26.637772
USER_000046,22.0,entry_level,26296.94654499847,19878.620656732128,11.959642044886865,73030.7893581481,2.7771585280131372,0.24407114633189503,market_crash,0.026884038099012977,0.008065211429703893,0.0053768076198025955,26084.856111157438,19985.50417575041,15.73650906106787,0.5230732919376332,0,0,0,2025-01-31 17:10:26.637855
USER_000047,38.628179483979714,mid_level,43576.91861349771,42378.51191536878,7.41753888549475,78038.1380705311,1.7908135901642026,0.02750095087626816,inflation_spike,0.3935599761689373,0.039355997616893734,0.590339964253406,41861.90550839332,67396.24112460011,4.79601655718566,0.8981919721329408,15,0,1,2026-04-18 17:10:26.637926
USER_000048,41.42590171970245,senior,124079.3496697754,106767.19806572216,10.51984323190014,250319.4582126561,2.0174143310619854,0.1395248415641102,debt_crisis,0.15827006343392985,0.023740509515089478,0.12661605074714388,121133.642688314,120285.63903414199,10.851630479941678,0.5998233918768575,6,0,0,2025-10-21 17:10:26.638015
USER_000049,48.83894223714147,senior,78459.04550962639,45515.5854888806,10.84990433392498,136618.95768078658,1.7412773351165018,0.41988096855835255,business_failure,0.3929906459365533,0.3772710200990912,0.039299064593655335,48858.721374208624,47304.305423026155,17.995679892091626,0.6239029540311246,18,0,0,2025-06-20 17:10:26.638091
USER_000050,52.332065503781735,senior,119646.76179276152,113480.48392659129,5.509629074859136,586288.6204216406,4.900162876427386,0.051537356914437484,medical_emergency,0.1198121057821232,0.02875490538770957,0.2396242115642464,116206.33047746484,140673.15541542985,4.686105714621926,0.8575351129267578,0,0,1,2025-04-04 17:10:26.638174
USER_000051,44.55686515635592,mid_level,46784.97714183466,36873.30871817253,10.761460918872142,110871.42252902471,2.3698082013143615,0.211855792803182,debt_crisis,0.6197698731755341,0.09296548097633012,0.4958158985404273,42435.58923937739,55155.68141243181,9.12824735746442,0.7805102374290277,20,0,0,2024-10-25 17:10:26.638252
USER_000052,40.85207929907953,mid_level,50214.01112053814,35240.39643854452,1.4476304532072097,115687.75091051578,2.303893840163629,0.29819594865762933,debt_crisis,0.2371154550599766,0.03556731825899649,0.1896923640479813,48428.03340595317,41925.23054896009,1.7338326044716175,0.552304129217807,9,1,0,2025-05-25 17:10:26.638327
USER_000053,28.291694081193718,junior,38602.12293483377,18000.711248125965,10.482943489281327,177738.1480631227,4.604362002659066,0.5336859768434526,job_loss,0.5786652674307131,0.5786652674307131,-0.17359958022921393,16264.415143354923,14875.795331624007,27.202839530326848,1.0,5,0,1,2025-12-28 17:10:26.638399
USER_000054,49.455620870909904,executive,222636.00818312392,139392.35847486122,7.4190572583635515,410667.30039060937,1.844568197848862,0.3739002077318626,market_crash,0.46713495405401434,0.16816858345944513,0.09342699081080287,185195.62605990254,152415.36706918824,10.837157199078808,0.522372210469124,11,0,0,2025-08-19 17:10:26.638483
USER_000055,22.0,entry_level,20138.65726137964,20700.79150974219,6.391407197460278,24415.151843469637,1.2123525181736483,-0.02791319406585096,medical_emergency,0.515671137225212,0.1031342274450424,1.031342274450424,18061.67240294676,42050.39290832372,3.0609549653479933,1.0,2,0,1,2024-09-18 17:10:26.638584
USER_000056,35.95378942181046,mid_level,50721.30035456612,32840.931735242506,7.123109442648584,172224.76350405038,3.395511595722448,0.3525218891142635,job_loss,0.23943117061329383,0.23943117061329383,-0.07182935118398814,38577.04003564388,30481.98891642239,11.852683710687117,0.618301264466508,1,0,0,2024-12-10 17:10:26.638726
USER_000057,30.790529057925575,mid_level,54713.945293517696,39113.192931026686,3.4053108695846936,99328.32451099849,1.8154114819931755,0.28513301826069065,debt_crisis,0.14242138547227945,0.021363207820841917,0.11393710837782356,53545.079909514105,43569.63703301179,4.276326481322506,0.4996021069958765,3,0,0,2025-12-14 17:10:26.638970
USER_000058,53.98445819556536,senior,114276.1591827826,61084.94264702718,1.928176479114668,106600.81469372525,0.9328351202565288,0.46546206064448714,business_failure,0.4489806339405243,0.43102140858290333,0.04489806339405243,65020.68808437556,63827.538274415456,3.4521870687299834,0.5727993807688366,24,0,0,2024-12-21 17:10:26.639122
USER_000059,35.582259535337926,mid_level,58981.094010050016,41870.80614773593,3.094833924539278,50395.68428502055,0.8544379369503291,0.2900978381207815,market_crash,0.12680169509294545,0.03804050852788363,0.02536033901858909,56737.4232003768,42932.66398662413,4.251697278920622,0.4227565309558119,1,0,0,2024-10-28 17:10:26.639254
USER_000060,36.19198766515071,senior,101718.36202253234,99271.55523297952,5.105237263397001,258166.48132710066,2.538051893422275,0.02405472071021762,medical_emergency,0.2888080978657818,0.05776161957315637,0.5776161957315636,95842.94469178222,156612.41331100895,3.3158059517152902,0.9517083496880541,1,0,1,2024-10-16 17:10:26.639383
USER_000061,38.11667002065778,mid_level,63212.91198843913,38101.97999085079,0.6218824418691229,106388.68306202193,1.683021390969603,0.3972437150527225,business_failure,0.2231459238922145,0.1785167391137716,0.02231459238922145,51928.34907037714,38952.2101435689,1.0092110285947105,0.47749523466037397,8,1,0,2025-06-06 17:10:26.639512
USER_000062,47.07551371057329,executive,288581.9074650668,169754.01668301653,4.942090969767222,503385.34906504466,1.7443413327149764,0.4117648671250624,business_failure,0.12064730961699002,0.11582141723231042,0.012064730961699003,255157.94195485933,171802.05322396487,8.301402760664823,0.43530016433854296,4,0,0,2024-06-25 17:10:26.639845
USER_000063,39.4537504804557,senior,157923.21828180485,123002.78539906807,9.543207742318682,159208.17637737643,1.0081366002387226,0.22112285490803055,inflation_spike,0.14728421086845273,0.014728421086845273,0.2209263163026791,155597.25862356066,150177.33767225314,10.035429464649877,0.5337438357825929,5,0,0,2024-11-08 17:10:26.641429
USER_000064,39.73342570853956,senior,128658.68219216228,68949.17898133045,9.799193273658926,282492.5932060998,2.195674542851092,0.4640922959373297,job_loss,0.468785258257116,0.468785258257116,-0.1406355774771348,68345.38863368928,59252.47137871671,21.277615326406714,0.6401436325741716,4,0,0,2025-08-11 17:10:26.642640
USER_000065,22.0,entry_level,25080.267093219656,13392.652795921675,6.522634333367863,113672.81327772743,4.532360554822735,0.46600836641240073,job_loss,0.38306482971203404,0.38306482971203404,-0.11491944891361021,15472.898850023137,11853.576517123036,13.800848292155393,0.7503719267466502,2,0,0,2025-05-10 17:10:26.644528
USER_000066,22.0,entry_level,31236.635276158624,30372.876960768157,9.46316653469437,23689.06449383586,0.7583743986637559,0.027652092094878445,debt_crisis,0.38217100342535726,0.05732565051380359,0.3057368027402858,29445.974839090406,39658.9832527775,7.453481086938755,0.7136440537599016,10,0,0,2024-10-01 17:10:26.644700
USER_000067,44.964029798530945,mid_level,64824.41376056307,51012.88965018054,9.855087656064153,35858.18745717064,0.5531586847760361,0.2130605324314553,debt_crisis,0.0826203149692462,0.012393047245386929,0.06609625197539697,64021.0417381739,54384.650458492,11.746885830422135,0.452745438298944,2,0,0,2025-09-08 17:10:26.644820
USER_000068,31.761500776479544,mid_level,53368.25071983593,32516.644574289134,7.693771594623568,185174.0728548017,3.4697422223355003,0.39071181581367936,job_loss,0.15461281468768046,0.15461281468768046,-0.04638384440630414,45116.83526108427,31008.397591740213,13.241675266457364,0.5488616897730312,1,0,0,2024-04-27 17:10:26.644957
USER_000069,25.714529610757126,entry_level,29177.82699174952,30171.11134439293,11.367400075341784,22372.30354531513,0.766757015580401,-0.03404243753053571,medical_emergency,0.09358742433402295,0.01871748486680459,0.1871748486680459,28631.691456585206,35818.38454442644,9.25993835185216,0.6645715457758131,0,0,0,2026-02-11 17:10:26.645345
USER_000070,64.34902375540192,senior,134166.59085748292,91531.68650728113,1.8304685149711362,386593.22317215294,2.881441800834066,0.31777586415302356,market_crash,0.1597643217971005,0.057515155846956184,0.0319528643594201,126449.97847485998,94456.38607083724,2.6000118207090743,0.5263571808931458,3,1,0,2026-02-08 17:10:26.645471
USER_000071,54.11823951967276,senior,138745.75842279487,104361.78209225163,10.066777037351208,86482.09125283176,0.6233134060163342,0.24782001786149174,market_crash,0.19588206660473406,0.07051754397770425,0.03917641332094682,128961.74830149549,108450.30240240827,12.878918582798287,0.45400482340674625,3,0,0,2024-06-05 17:10:26.645606
USER_000072,35.668698947464335,senior,116798.37941060294,137494.87101910033,0.05558427605523431,194760.81394152035,1.667495858455721,-0.17719844841116494,medical_emergency,0.5005610059859759,0.10011220119719517,1.0011220119719517,105105.43655154231,275144.0129295661,0.023595473856902967,1.0,2,1,1,2024-10-16 17:10:26.645715
USER_000073,44.878047007542975,mid_level,50178.309395491306,26567.204362987926,5.429274193592321,35339.83574572311,0.7042851018989994,0.47054405214028433,business_failure,0.1808991038922527,0.14471928311380217,0.01808991038922527,42916.540431913236,27047.802709206615,10.072234081561858,0.35629370373290803,10,0,0,2024-09-14 17:10:26.645832
USER_000074,22.0,junior,22085.663317927345,18673.421086066253,7.962448464200527,19660.212113834987,0.8901798343487571,0.1545003282328999,medical_emergency,0.17732760840938191,0.03546552168187638,0.35465521681876383,21302.383746666772,25296.047290093156,6.951914421647688,0.6398830484344835,0,0,0,2024-12-23 17:10:26.645940
USER_000075,31.773335713342032,senior,123798.14354288082,107478.0967939749,8.999525644790133,129929.61372250429,1.0495279654779288,0.13182787949686042,medical_emergency,0.11513644698965471,0.023027289397930945,0.23027289397930942,120947.4078645923,132227.38918211183,8.425822928842102,0.6003450306142358,0,0,0,2026-01-15 17:10:26.646065
USER_000076,28.116055917437166,entry_level,19464.477726999892,12857.758523248282,5.439466016976331,51034.913587910785,2.6219513466379003,0.3394244272265876,business_failure,0.0766837145157943,0.06134697161263544,0.00766837145157943,18270.390964426853,12956.356591639262,8.171769925083,0.49423813605285055,2,0,0,2025-02-04 17:10:26.646178
USER_000077,49.953022309971544,executive,237258.93658138177,204964.33941955623,3.2489360777226453,763973.2339389223,3.2199977161950786,0.13611540887416998,inflation_spike,0.030464054706173523,0.003655686564740823,0.04569608205926028,236391.59227455652,214330.40669289435,3.5964991188854762,0.614928236849307,1,0,0,2025-02-25 17:10:26.646316
USER_000078,46.228140717769534,executive,213584.24250260572,102668.0461768295,1.2493029838148861,854247.3558004117,3.999580426865947,0.5193088920144614,business_failure,0.5417381268989598,0.5200686018230015,0.05417381268989599,102505.78413285066,108229.96567965068,2.465411771857533,0.9446037747914273,30,1,1,2026-02-25 17:10:26.646474
USER_000079,22.0,entry_level,20297.93112716049,12868.264166397312,4.766202355421457,67803.73044595293,3.3404256828532306,0.36603075033699384,job_loss,0.29367897411409605,0.29367897411409605,-0.08810369223422881,14336.855537097419,11734.522580692288,8.244395669546476,0.6457097784580186,2,0,0,2025-03-05 17:10:26.646612
USER_000080,42.11721509562061,senior,162352.48642230526,102461.84874301635,4.101808220374512,210590.19726890864,1.2971171671564625,0.36889264217058926,job_loss,0.4047517374937228,0.4047517374937228,-0.12142552124811683,96640.03545645115,90020.36535134989,7.397645641695532,0.5747068725378127,5,0,0,2025-08-10 17:10:26.646745
USER_000081,22.0,entry_level,14150.611564795707,13636.599359040682,11.38143968354588,54027.444908910606,3.818028970798804,0.036324380992394656,medical_emergency,0.24576531835965876,0.04915306367193176,0.4915306367193175,13455.06565355453,20339.405724676184,7.918340102464976,0.956596975384016,1,0,1,2024-10-19 17:10:26.646879
USER_000082,34.54838357090182,senior,152305.0609791532,145123.03829652237,6.499610575930403,482409.6944979339,3.1673910991307364,0.0471555090583226,medical_emergency,0.47051723953717867,0.09410344790743574,0.9410344790743573,137972.62960726264,281688.8210415783,3.514245192434217,1.0,2,0,1,2025-02-13 17:10:26.647023
USER_000083,37.050385257535304,mid_level,61209.80906704863,31133.41759941375,10.97158567872599,36037.60650571877,0.5887554144507057,0.49136554951003836,market_crash,0.3750410586539793,0.11251231759619379,0.07500821173079586,54322.95158929448,33468.67957861387,20.065585885458958,0.34122262454983837,5,0,0,2025-01-03 17:10:26.647167
USER_000084,39.89903306857366,mid_level,66323.24895158148,31746.44426780077,10.800223702177261,289796.14585247776,4.369450387812576,0.5213376188645871,job_loss,0.07299787646679526,0.07299787646679526,-0.021899362940038577,61481.79261773743,31051.217362724492,23.06852955118483,0.48820007836477297,0,0,0,2025-01-23 17:10:26.647295
USER_000085,54.98569333355092,senior,139358.23794992847,78631.15298059695,0.5635916013006605,115864.78635112708,0.831416843780397,0.43576243401664433,job_loss,0.43594205650390166,0.523130467804682,-0.1307826169511705,66455.69773874621,68347.56501990664,1.1491430961404856,0.6014085050258584,4,1,0,2024-06-23 17:10:26.647433
USER_000086,37.24120117372494,mid_level,50418.73143099536,30708.349334215196,3.5654605874781002,142787.01720199396,2.8320232014844864,0.3909337172387291,job_loss,0.2939584898495699,0.2939584898495699,-0.08818754695487097,35597.71727940891,28000.255335397513,6.420155731958619,0.5938436546892387,2,0,0,2025-08-22 17:10:26.647557
USER_000087,40.91981481057067,mid_level,41769.84020416588,37955.306202147476,7.162114187002669,69806.5695432156,1.6712194540848042,0.09132268601875002,inflation_spike,0.2389230664411023,0.023892306644110232,0.3583845996616535,40771.862373532465,51557.90342043957,5.802415250975702,0.7178794022021683,9,0,0,2024-12-10 17:10:26.647685
